"","year","yday","wd_mean_val","n","mean_val","sd_val","n_full","anom","anom_std"
"1",2012,283,36.116984641375,1,202.850694477699,332.591219615627,13,-166.733709836324,-0.501317232694888
"2",2012,284,2.45946386067332,1,144.780041176194,293.324690877551,13,-142.320577315521,-0.485198081653933
"3",2012,285,82.029363625,1,182.638686383269,278.008158562208,13,-100.609322758269,-0.361893418087426
"4",2012,286,942.657369739382,1,245.377542779302,351.474447870255,13,697.27982696008,1.98387060904489
"5",2012,287,93.3038258778561,1,399.993148229124,514.336295387552,13,-306.689322351268,-0.596281703433311
"6",2012,288,1352.92959590716,1,509.993401048065,834.177472629319,13,842.936194859098,1.01049983069211
"7",2012,289,1364.61457415004,1,559.579346901864,607.901635203142,13,805.035227248177,1.32428534590001
"8",2012,290,178.762770209953,1,565.369049353045,954.656520322374,13,-386.606279143092,-0.404968981946031
"9",2012,291,983.541132842346,1,550.008974698885,857.659517552024,13,433.532158143461,0.505482827708682
"10",2012,292,84.286927576125,1,439.358518663774,780.857122254134,13,-355.071591087649,-0.454720307938856
"11",2012,293,78.6181902476013,1,329.128477723211,466.792076444688,13,-250.51028747561,-0.536663538472238
"12",2012,294,81.8053793975791,1,475.876303622952,622.555030011506,13,-394.070924225373,-0.63298970408783
"13",2012,295,24.528028341375,1,274.94801688216,373.237914633257,13,-250.419988540785,-0.670939309011109
"14",2012,296,93.4993917792969,1,448.892886744192,916.482323305455,13,-355.393494964895,-0.387779977777537
"15",2012,297,142.447927598715,1,643.910959680964,944.426506467059,13,-501.463032082249,-0.530970942310946
"16",2012,298,53.60040110283,1,140.120304159296,102.12113189769,13,-86.5199030564659,-0.847228202906582
"17",2012,299,40.7889942218013,1,313.708708850494,463.039107210331,13,-272.919714628692,-0.589409642466162
"18",2012,300,26.2753317055252,1,257.616622252366,298.579292883694,13,-231.34129054684,-0.774806880653156
"19",2012,301,13.108086820936,1,430.014771637664,487.684911486638,13,-416.906684816728,-0.854868943035059
"20",2012,302,377.991877062709,1,305.790390519548,480.340709247039,13,72.2014865431606,0.150313069771539
"21",2012,303,163.443018796875,1,317.236707637324,329.16768041251,13,-153.793688840449,-0.467219894273082
"22",2012,304,50.5042670633027,1,198.956072760479,231.130275025418,13,-148.451805697177,-0.642286285000314
"23",2012,305,92.9776339641421,1,156.705787800814,203.901524524016,13,-63.7281538366716,-0.312543783012105
"24",2012,306,15.6148459441146,1,407.594512624402,469.649978787597,13,-391.979666680287,-0.834620854646228
"25",2012,307,284.354854868248,1,692.548789059061,1001.32799383479,13,-408.193934190813,-0.407652574085691
"26",2012,308,223.284896846644,1,620.115520677906,791.554692050163,13,-396.830623831262,-0.501330644384727
"27",2012,309,1720.07414885835,1,904.238681883088,1061.59983977045,13,815.835466975266,0.76849622278737
"28",2012,310,76.7498213790506,1,373.30286421917,483.281647327164,13,-296.553042840119,-0.613623638472998
"29",2012,311,86.7544533171387,1,547.613616998309,863.69761370674,13,-460.85916368117,-0.533588557346241
"30",2012,312,41.8376369200386,1,1027.67099056532,1263.40222883396,13,-985.833353645282,-0.780300470543842
"31",2012,313,47.2824833599092,1,252.173347056641,526.027764203585,13,-204.890863696732,-0.389505797297487
"32",2012,314,86.9947407743197,1,345.340019919749,604.501553425148,13,-258.345279145429,-0.427369090586495
"33",2012,315,77.4267954233374,1,454.634888555918,460.372526921676,13,-377.208093132581,-0.819354047155719
"34",2012,316,381.860526982027,1,414.748497848825,511.592793554198,13,-32.8879708667978,-0.0642854459272474
"35",2012,317,770.643323381703,1,432.238633714193,523.33876279459,13,338.40468966751,0.646626456371116
"36",2012,318,221.907553038137,1,284.689413163425,293.212664109051,13,-62.781860125288,-0.214117150485486
"37",2012,319,141.210498543419,1,217.798420871618,213.010900670608,13,-76.5879223281991,-0.3595493098573
"38",2012,320,535.230749000874,1,619.967332785338,1034.60746931447,13,-84.7365837844637,-0.081902157385941
"39",2012,321,831.280029333713,1,492.201656329365,541.971731411153,13,339.078373004348,0.625638485094927
"40",2012,322,1395.68147979263,1,568.107798571533,1118.48608121151,13,827.573681221098,0.739905212163832
"41",2012,323,647.439118451,1,141.063936403032,193.499895554906,13,506.375182047968,2.61692741794935
"42",2012,324,266.768692558367,1,481.246415395764,755.577528758779,13,-214.477722837397,-0.283859319095592
"43",2012,325,292.57311205865,1,620.786773151234,991.782989051783,13,-328.213661092584,-0.330932940689354
"44",2012,326,200.278635497297,1,599.891478752422,585.237734781449,12,-399.612843255125,-0.682821389506533
"45",2012,327,2635.33921131638,1,845.536594515149,1177.1905507376,13,1789.80261680123,1.52040178684733
"46",2012,328,560.869279337735,1,834.338746110181,1162.52331350546,13,-273.469466772446,-0.235237834454975
"47",2012,329,195.9542088783,1,329.853203435274,466.095904827913,13,-133.898994556974,-0.287277775174641
"48",2012,330,23.222304477,1,321.748813788087,516.854412824676,13,-298.526509311087,-0.577583361781902
"49",2012,331,20.7864783030366,1,522.395720841417,671.688976331659,13,-501.60924253838,-0.746787963199654
"50",2012,332,45.5343504878967,1,320.492149836613,360.690401389764,13,-274.957799348716,-0.762309721271445
"51",2012,333,52.8416742687822,1,312.596358100236,421.26026659156,13,-259.754683831454,-0.61661330163688
"52",2012,334,323.458687254725,1,644.022539943635,630.716722662209,13,-320.563852688909,-0.508253295292113
"53",2012,335,181.666096741852,1,469.434314578118,612.127093746962,13,-287.768217836267,-0.47011187835973
"54",2012,336,451.990232822022,1,412.421799689275,393.852292164268,12,39.5684331327464,0.100465158944011
"55",2012,337,328.645897714194,1,401.418223039767,514.534647590508,12,-72.7723253255721,-0.141433284748373
"56",2012,338,790.555058644625,1,473.628069855081,612.693417783217,12,316.926988789544,0.517268473254071
"57",2012,339,753.674517322473,1,364.266964844334,538.469790888873,13,389.407552478139,0.723174371277781
"58",2012,340,378.187954666947,1,263.287510042433,381.029903763052,13,114.900444624514,0.301552302036551
"59",2012,341,230.952855966381,1,431.431191713157,639.764432639081,13,-200.478335746776,-0.313362740282054
"60",2012,342,198.478357001614,1,438.622004781228,545.542745519796,13,-240.143647779615,-0.440192175135249
"61",2012,343,27.0225062415737,1,587.566004239163,886.388762890463,13,-560.543497997589,-0.63239012210589
"62",2012,346,198.82306793312,1,398.801788931462,516.799422767175,13,-199.978720998342,-0.386956161691448
"63",2012,347,14.9908103077392,1,161.926689907551,203.539187285439,13,-146.935879599812,-0.721904619741616
"64",2012,348,426.872731297375,1,312.896370374526,773.463593860884,13,113.976360922849,0.147358404231949
"65",2012,349,236.177058522551,1,310.087926550742,618.766821692397,13,-73.9108680281915,-0.119448660524553
"66",2012,350,779.84178947632,1,709.761458945252,908.679080056756,13,70.0803305310687,0.0771233013603565
"67",2012,351,135.58879588535,1,372.184634857322,579.234586909145,13,-236.595838971973,-0.408462899694013
"68",2012,352,62.1108979425156,1,331.201874331696,338.400047290001,13,-269.09097638918,-0.795185989316887
"69",2012,353,671.847349591334,1,726.456342013502,743.11987768104,13,-54.6089924221682,-0.073486114504943
"70",2012,354,856.99149460485,1,602.860985715693,462.209332364216,12,254.130508889157,0.54981691431731
"71",2012,355,71.9891328043613,1,537.40348858032,825.41237110756,12,-465.414355775958,-0.563856772768565
"72",2012,356,64.529453331,1,562.245149532763,911.723011078111,13,-497.715696201763,-0.545906695514041
"73",2012,357,109.341066381629,1,580.252404080387,738.261166781256,13,-470.911337698757,-0.637865512758693
"74",2012,358,75.338591327875,1,514.411164684505,659.936905445338,13,-439.072573356631,-0.665325078403269
"75",2012,359,27.9238409696246,1,849.773298850254,1185.47408219276,13,-821.849457880629,-0.69326649163047
"76",2012,360,96.376390873558,1,1028.76899812798,1141.18183102296,11,-932.392607254422,-0.817041230334543
"77",2012,361,40.3286117617692,1,475.628504972346,791.532412202744,13,-435.299893210577,-0.549945759010912
"78",2012,362,220.357984489351,1,508.401236125016,734.920113057663,13,-288.043251635665,-0.391938180106747
"79",2012,363,333.425250071141,1,360.419155062057,292.255487804223,13,-26.9939049909167,-0.0923640654063592
"80",2012,364,12.9475249451852,1,450.456308015434,773.265036136605,13,-437.508783070249,-0.565794084336381
"81",2012,365,138.392321101352,1,133.936074783168,222.125750617176,13,4.45624631818404,0.0200618177127252
"82",2012,366,46.2747233620606,1,140.470464241482,107.869254531429,4,-94.1957408794213,-0.873239935592361
"83",2013,1,22.5412755399324,1,930.063858746438,1298.08216684552,13,-907.522583206506,-0.699125684325427
"84",2013,2,311.022637212465,1,469.170790238707,612.042691325346,13,-158.148153026242,-0.258393989941748
"85",2013,3,58.7126776447358,1,358.495699998701,791.95214981451,13,-299.783022353965,-0.378536787133136
"86",2013,4,224.164768311865,1,313.927024288877,423.690331424117,13,-89.762255977013,-0.211858164606452
"87",2013,5,847.026882495228,1,537.353128523221,1132.69229804948,13,309.673753972008,0.273396185800213
"88",2013,6,360.152607336419,1,354.094640455169,481.791813932916,13,6.0579668812498,0.0125738269228736
"89",2013,7,453.92182296724,1,482.521790521468,698.501318273078,13,-28.5999675542285,-0.0409447581644325
"90",2013,8,118.747859756449,1,326.73628970902,592.679095638843,13,-207.988429952571,-0.350929249037174
"91",2013,9,33.8837904098872,1,527.558029632394,682.577063981935,13,-493.674239222506,-0.723250553340555
"92",2013,10,20.2218360702448,1,656.794455496079,1000.69221372431,12,-636.572619425834,-0.636132279931188
"93",2013,11,29.733377192,1,440.829664297987,683.948226059214,13,-411.096287105987,-0.601063459839131
"94",2013,12,29.474993969,1,244.969815888183,291.996544083859,13,-215.494821919183,-0.738004700005267
"95",2013,13,15.3330869818651,1,247.982612346854,231.581534182085,13,-232.649525364989,-1.00461172859346
