"","ctdNum","station","date","min_mean_month","min_std_month"
"1",18032,"DFO2",2013-07-15,0.0548,0
"2",18032,"DFO2",2013-08-15,0.061,0.000779422863405993
"3",18032,"DFO2",2015-03-15,0.0575095238095238,0.00117287534720727
"4",18032,"DFO2",2015-04-15,0.0561966666666667,0.00124170897166926
"5",18032,"DFO2",2015-06-15,0.05853,0.000707925062938756
"6",18032,"DFO2",2015-07-15,0.0572227272727273,6.04814736758994e-05
"7",18032,"DFO2",2015-11-15,0.0611272727272727,0
"8",18032,"DFO2",2016-08-15,0.06293,0.000246234804500441
"9",18032,"DFO2",2017-02-15,0.0630739130434783,0.000461613200543267
"10",18032,"DFO2",2017-03-15,0.0635954545454546,0.000304089490891114
"11",18032,"DFO2",2017-12-15,0.06338,0.000851562032230682
"12",18032,"DFO2",2018-01-15,0.0620952380952381,0.000258674610490775
"13",18032,"DFO2",2018-02-15,0.062735,0.000200065778656606
"14",18032,"DFO2",2018-03-15,0.0651523809523809,0.000285658652592331
"15",18032,"DFO2",2019-07-15,0.06351,0
"16",18032,"DFO2",2020-06-15,0.0600818181818182,0
"17",18032,"DFO2",2020-07-15,0.0613,0
"18",18032,"DFO2",2020-08-15,0.06391,0
"19",18032,"DFO2",2020-09-15,0.06302,0
"20",18032,"DFO2",2020-10-15,0.0647076923076923,0
"21",18032,"DFO2",2021-01-15,0.0681666666666667,0
"22",18032,"DFO2",2021-02-15,0.06924,0
"23",18032,"DFO2",2021-07-15,0.0654455084100474,0
"24",18032,"DFO2",2021-08-15,0.0709475053720584,0
"25",18032,"DFO2",2022-03-15,0.0692318447029058,0
"26",18032,"DFO2",2022-07-15,0.0684080393641366,0
"27",18032,"DFO2",2022-09-15,0.0693508565027698,0
"28",18032,"DFO2",2022-11-15,0.0684297404921072,0
"29",18032,"DFO2",2023-01-15,0.0657113644118729,0
"30",18032,"DFO2",2023-02-15,0.0691454046375528,0
"31",18032,"DFO2",2023-03-15,0.0709661485454657,0
"32",18032,"DFO2",2023-04-15,0.0700282471225717,0
"33",18032,"DFO2",2024-01-15,0.0654579032025836,0
"34",18032,"DFO2",2024-02-15,0.0664328807057944,0
"35",18032,"DFO2",2024-05-15,0.0689486762101036,0
"36",18032,"FZH01",2013-09-15,0.07175,0
"37",18032,"FZH01",2015-02-15,0.0553833333333333,0
"38",18032,"FZH01",2015-05-15,0.059775,0.000279371274791707
"39",18032,"FZH01",2015-10-15,0.06726,0.00162104579629454
"40",18032,"FZH01",2020-11-15,0.0648909090909091,0
"41",18032,"FZH01",2022-05-15,0.0703337286683613,0
"42",18032,"FZH01",2022-06-15,0.0658980315691894,0
"43",18032,"FZH01",2024-09-15,0.0699250240291188,0
"44",18032,"KC10",2014-11-15,0.0555090909090909,0
"45",18032,"KC10",2015-01-15,0.056125,0
"46",18032,"KC10",2015-12-15,0.06363,0
"47",18032,"KC10",2021-03-15,0.0705571428571429,0.000452215326253657
"48",18032,"KC10",2021-09-15,0.0692912473185933,0
"49",18032,"KC10",2021-10-15,0.0718809346379402,0
"50",18032,"KC10",2022-04-15,0.0715556371803413,0
"51",18032,"KC10",2022-10-15,0.0711623890528758,0
"52",18066,"DFO2",2014-03-15,0.0478230769230769,0
"53",18066,"DFO2",2014-04-15,0.06238125,0.0184201458986265
"54",18066,"DFO2",2014-05-15,0.0522166666666667,0.0015001685729032
"55",18066,"DFO2",2014-06-15,0.0522944444444444,0.00240717512106869
"56",18066,"DFO2",2014-07-15,0.0507515151515152,0.000351970239143062
"57",18066,"DFO2",2016-03-15,0.0612653846153846,5.09901951359258e-05
"58",18066,"DFO2",2016-04-15,0.062852380952381,0.000144225052611759
"59",18066,"DFO2",2016-06-15,0.06188,0.000194935886896178
"60",18066,"DFO2",2016-07-15,0.0588162162162162,0.000747137589881929
"61",18066,"DFO2",2016-11-15,0.0589857142857143,0.000455006778884852
"62",18066,"DFO2",2017-01-15,0.060085,0.000200065778656606
"63",18066,"DFO2",2017-05-15,0.067,0.000120962947351806
"64",18066,"DFO2",2018-04-15,0.122345454545455,0
"65",18066,"DFO2",2018-06-15,0.11559,0
"66",18066,"DFO2",2018-07-15,0.1174,0.000604392136838709
"67",18066,"DFO2",2018-08-15,0.11787,0
"68",18066,"DFO2",2019-01-15,0.116009090909091,0
"69",18066,"DFO2",2019-02-15,0.11714,0
"70",18066,"DFO2",2019-03-15,0.11832,0
"71",18066,"DFO2",2019-04-15,0.122536363636364,0
"72",18066,"DFO2",2019-05-15,0.123354545454545,0
"73",18066,"DFO2",2019-06-15,0.120136363636364,0
"74",18066,"DFO2",2019-08-15,0.114478571428571,0
"75",18066,"DFO2",2019-10-15,0.12183,0
"76",18066,"FZH01",2014-01-15,0.049355,0.000261624479781716
"77",18066,"FZH01",2016-09-15,0.06145,0.000225715237458735
"78",18066,"FZH01",2016-10-15,0.064815,7.69483764063852e-05
"79",18066,"FZH01",2017-08-15,0.11293,0
"80",18066,"FZH01",2018-10-15,0.12412,0
"81",18066,"KC10",2013-11-15,0.0499380952380952,0.000421974589415706
"82",18066,"KC10",2014-02-15,0.05214,0
"83",18066,"KC10",2014-08-15,0.054375,0
"84",18066,"KC10",2016-01-15,0.0591,0
"85",18066,"KC10",2016-02-15,0.0653363636363636,0
"86",18066,"KC10",2016-05-15,0.06482,0
"87",18066,"KC10",2016-08-15,0.0629971428571429,0.00032269469802256
"88",18066,"KC10",2018-05-15,0.12044,0.00123117402250218
"89",18066,"KC10",2018-09-15,0.118695238095238,0.000337300526269449
"90",18066,"KC10",2018-11-15,0.120080952380952,4.00108210471375e-05
"91",18066,"KC10",2019-09-15,0.122518181818182,0
"92",80217,"DFO2",2014-09-15,0.230114285714286,0.00026797945259476
"93",80217,"DFO2",2019-11-15,0.0955181818181818,0
"94",80217,"DFO2",2020-02-15,0.09642,0
"95",80217,"DFO2",2020-05-15,0.10144,0
"96",80217,"DFO2",2021-05-15,0.11143,0
"97",80217,"DFO2",2021-06-15,0.0992867979001041,0
"98",80217,"DFO2",2021-11-15,0.103975303546435,0
"99",80217,"DFO2",2022-02-15,0.104546161124534,0
"100",80217,"FZH01",2021-04-15,0.110758333333333,0
"101",80217,"FZH01",2022-01-15,0.104688613144915,0
"102",80217,"KC10",2014-08-15,0.23056,0
"103",80217,"KC10",2020-01-15,0.0973741276344392,0
"104",80217,"KC10",2020-04-15,0.1061,0
"105",211567,"DFO2",2023-07-15,0.0584301908499494,0
"106",211567,"DFO2",2023-08-15,0.0549232429271389,0
"107",211567,"DFO2",2023-09-15,0.0569476343349962,0
"108",211567,"DFO2",2023-10-15,0.055317876124818,0
"109",211567,"DFO2",2023-11-15,0.0555305096833873,0
"110",211567,"DFO2",2024-04-15,0.0622260289238002,0
"111",211567,"FZH01",2023-06-15,0.0622442800604038,0
"112",211567,"FZH01",2024-11-15,0.057363881312531,0
"113",211567,"KC10",2023-05-15,0.0607469482737957,0
"114",211567,"KC10",2024-03-15,0.0565021087586707,0
"115",211567,"KC10",2024-07-15,0.0627725618540872,0
