"","date","chl_dm","chl_sd"
"1",2024-01-14,5.55942829966029,2.09057036921874
"2",2024-01-15,5.39865717969739,1.63148138461231
"3",2024-01-16,5.39865717969739,1.63148138461231
"4",2024-01-17,5.39865717969739,1.63148138461231
"5",2024-01-18,6.24389064056167,1.39168608758844
"6",2024-01-19,6.24389064056167,1.39168608758844
"7",2024-01-20,6.24389064056167,1.39168608758844
"8",2024-01-21,6.24389064056167,1.39168608758844
"9",2024-02-04,5.69981971184413,1.03834381885061
"10",2024-02-05,5.69981971184413,1.03834381885061
"11",2024-02-06,5.69981971184413,1.03834381885061
"12",2024-02-07,5.07702957292398,0.728524695078918
"13",2024-02-08,5.07702957292398,0.728524695078918
"14",2024-02-09,5.07702957292398,0.728524695078918
"15",2024-02-10,5.07702957292398,0.728524695078918
"16",2024-02-11,5.07355966468652,0.729953986150734
"17",2024-02-12,3.86063732405504,0.99692891150813
"18",2024-02-13,3.86063732405504,0.99692891150813
"19",2024-02-14,3.62675604025523,0.668528278947749
"20",2024-02-15,3.27851942876975,0.652640990122079
"21",2024-02-16,3.77481301724911,0.781502378100828
"22",2024-02-17,3.77481301724911,0.781502378100828
"23",2024-02-18,3.77481301724911,0.781502378100828
"24",2024-02-19,3.8423692971468,0.792503935913318
"25",2024-02-20,4.01783644457658,0.874750195906677
"26",2024-02-21,4.42623374760151,0.872628739012066
"27",2024-02-22,4.28348602255185,0.844682524046119
"28",2024-02-23,4.47742690940698,1.01437902682042
"29",2024-02-24,4.24161255558332,0.904719200455733
"30",2024-02-25,4.13537335197131,1.03659928196167
"31",2024-02-26,4.13537335197131,1.03659928196167
"32",2024-02-27,4.13550293594599,1.33796713902523
"33",2024-02-28,4.13550293594599,1.33796713902523
"34",2024-02-29,2.71532563393315,1.52998887731962
"35",2024-03-02,4.24196007698774,1.85331278877269
"36",2024-03-03,2.844821408391,1.22516383506003
"37",2024-03-04,2.89214276423057,0.664550565385495
"38",2024-03-05,2.64084593653679,0.4839841222687
"39",2024-03-06,2.25058358460665,0.365392612959705
"40",2024-03-07,2.25058358460665,0.365392612959705
"41",2024-03-08,2.25058358460665,0.365392612959705
"42",2024-03-09,2.25266148597002,0.363489109149841
"43",2024-03-10,1.68135310858488,0.274261120733013
"44",2024-03-11,1.94116748869419,0.294694063675249
"45",2024-03-12,1.35629507700602,0.241825833855348
"46",2024-03-13,0.758832308774193,0.219766655809042
"47",2024-03-15,1.91325207104286,0.33031391790719
"48",2024-03-16,2.65601665129264,0.345919416967793
"49",2024-03-17,2.62253486265739,0.367823581604846
"50",2024-03-18,2.62253486265739,0.367823581604846
"51",2024-03-19,2.62253486265739,0.367823581604846
"52",2024-03-20,2.62253486265739,0.367823581604846
"53",2024-03-21,2.62253486265739,0.367823581604846
"54",2024-03-22,2.62253486265739,0.367823581604846
"55",2024-03-24,5.7934507081906,0.80230802159573
"56",2024-03-25,6.16913649042447,0.375297932559219
"57",2024-03-26,5.90733576615651,0.298040511712912
"58",2024-03-27,5.90733576615651,0.298040511712912
"59",2024-03-28,5.89801120956739,0.31150684916478
"60",2024-03-29,5.30737678607305,0.276979785219301
"61",2024-03-30,5.30737678607305,0.276979785219301
"62",2024-03-31,5.13243095477422,0.349549051725381
"63",2024-04-01,4.66666574577491,0.415841231137814
"64",2024-04-02,4.66666574577491,0.415841231137814
"65",2024-04-03,3.8388175825278,0.486473863793225
"66",2024-04-04,4.52036107579867,0.431902808735462
"67",2024-04-05,3.73125126361847,0.436136403884614
