"","date","lat","long","chl"
"1",2024-07-19,51.37305,-128.2256,1.33779668807983
"2",2024-07-19,51.37305,-128.2229,1.25055193901062
"3",2024-07-19,51.37305,-128.2202,1.17135202884674
"4",2024-07-19,51.37305,-128.2175,1.13392472267151
"5",2024-07-19,51.37305,-128.2148,1.23299598693848
"6",2024-07-19,51.37305,-128.2121,1.2965075969696
"7",2024-07-19,51.37305,-128.2094,1.2965075969696
"8",2024-07-19,51.37305,-128.2067,1.21691536903381
"9",2024-07-19,51.37305,-128.204,1.10362255573273
"10",2024-07-19,51.37305,-128.2014,1.1946347951889
"11",2024-07-19,51.37305,-128.1987,1.20990610122681
"12",2024-07-19,51.37305,-128.196,1.09983277320862
"13",2024-07-19,51.37305,-128.1933,0.995837450027466
"14",2024-07-19,51.37305,-128.1906,1.14703667163849
"15",2024-07-19,51.37305,-128.1879,1.04645097255707
"16",2024-07-19,51.37305,-128.1852,1.07853507995605
"17",2024-07-19,51.37305,-128.1825,0.993991732597351
"18",2024-07-19,51.37305,-128.1798,0.964777171611786
"19",2024-07-19,51.37305,-128.1771,0.886231958866119
"20",2024-07-19,51.37305,-128.1744,0.95144248008728
"21",2024-07-19,51.37305,-128.1717,0.874940633773804
"22",2024-07-19,51.37305,-128.169,1.13266563415527
"23",2024-07-19,51.37305,-128.1663,1.02957117557526
"24",2024-07-19,51.37305,-128.1636,1.09250319004059
"25",2024-07-19,51.37305,-128.1609,1.16384065151215
"26",2024-07-19,51.37305,-128.1582,1.14370393753052
"27",2024-07-19,51.37305,-128.1555,1.181725025177
"28",2024-07-19,51.37305,-128.1528,1.10249710083008
"29",2024-07-19,51.37305,-128.1501,1.13753247261047
"30",2024-07-19,51.37305,-128.1475,1.01634681224823
"31",2024-07-19,51.37305,-128.1448,0.890373468399048
"32",2024-07-19,51.37305,-128.1421,1.02282667160034
"33",2024-07-19,51.37305,-128.1394,0.942096352577209
"34",2024-07-19,51.37305,-128.1367,0.920723915100098
"35",2024-07-19,51.37305,-128.134,1.03468716144562
"36",2024-07-19,51.37305,-128.1313,0.787163257598877
"37",2024-07-19,51.37305,-128.1286,0.898917078971863
"38",2024-07-19,51.37305,-128.1259,0.973750233650208
"39",2024-07-19,51.37305,-128.1232,1.0099949836731
"40",2024-07-19,51.37305,-128.1205,0.910039305686951
"41",2024-07-19,51.37305,-128.1178,0.864891052246094
"42",2024-07-19,51.37305,-128.1151,0.869043707847595
"43",2024-07-19,51.37305,-128.1124,0.949520707130432
"44",2024-07-19,51.37305,-128.1097,1.04283738136292
"45",2024-07-19,51.37305,-128.107,0.900533199310303
"46",2024-07-19,51.37305,-128.1043,0.833124995231628
"47",2024-07-19,51.37305,-128.1016,0.931176900863647
"48",2024-07-19,51.37305,-128.0989,0.951154112815857
"49",2024-07-19,51.37305,-128.0962,0.963736414909363
"50",2024-07-19,51.37305,-128.0936,0.88042140007019
"51",2024-07-19,51.37305,-128.0909,0.990312099456787
"52",2024-07-19,51.37305,-128.0882,0.956133484840393
"53",2024-07-19,51.37305,-128.0855,0.99532425403595
"54",2024-07-19,51.37305,-128.0828,1.09669864177704
"55",2024-07-19,51.37305,-128.0801,1.08930170536041
"56",2024-07-19,51.37305,-128.0774,1.07261490821838
"57",2024-07-19,51.37305,-128.0747,1.07966899871826
"58",2024-07-19,51.37305,-128.072,1.224738240242
"59",2024-07-19,51.37305,-128.0693,1.17452812194824
"60",2024-07-19,51.37305,-128.0666,1.06678223609924
"61",2024-07-19,51.37305,-128.0639,0.795027017593384
"62",2024-07-19,51.37305,-128.0612,0.853772878646851
"63",2024-07-19,51.37305,-128.0585,0.875646591186523
"64",2024-07-19,51.37305,-128.0558,1.2255927324295
"65",2024-07-19,51.37305,-128.0531,1.18474161624908
"66",2024-07-19,51.37305,-128.0504,1.25863087177277
"67",2024-07-19,51.37305,-128.0477,1.47707986831665
"68",2024-07-19,51.37305,-128.045,1.49944758415222
"69",2024-07-19,51.37305,-128.0424,1.63306951522827
"70",2024-07-19,51.37305,-128.0397,1.62307608127594
"71",2024-07-19,51.37305,-128.037,1.59079122543335
"72",2024-07-19,51.37305,-128.0343,1.75779581069946
"73",2024-07-19,51.37305,-128.0316,1.85524249076843
"74",2024-07-19,51.37305,-128.0289,2.0770788192749
"75",2024-07-19,51.37305,-128.0262,2.18346834182739
"76",2024-07-19,51.37305,-128.0235,2.35971641540527
"77",2024-07-19,51.37305,-128.0208,2.45618104934692
"78",2024-07-19,51.37305,-128.0181,2.34338998794556
"79",2024-07-19,51.37305,-128.0154,2.10578536987305
"80",2024-07-19,51.37305,-128.0127,2.0342845916748
"81",2024-07-19,51.37305,-128.01,2.05037569999695
"82",2024-07-19,51.37305,-128.0073,2.05037569999695
"83",2024-07-19,51.37305,-128.0046,1.67102420330048
"84",2024-07-19,51.37305,-128.0019,1.82287120819092
"85",2024-07-19,51.37305,-127.9992,1.82287120819092
"86",2024-07-19,51.37305,-127.9965,2.19570970535278
"87",2024-07-19,51.37305,-127.9938,2.03861427307129
"88",2024-07-19,51.37305,-127.9911,2.03861427307129
"89",2024-07-19,51.37305,-127.9885,1.96351754665375
"90",2024-07-19,51.37305,-127.9858,2.01804184913635
"91",2024-07-19,51.37305,-127.9831,2.01804184913635
"92",2024-07-19,51.37305,-127.9804,2.05839920043945
"93",2024-07-19,51.37305,-127.9777,2.26613903045654
"94",2024-07-19,51.37305,-127.975,2.26613903045654
"95",2024-07-19,51.37305,-127.9723,2.25689578056335
"96",2024-07-19,51.37305,-127.9696,2.00743818283081
"97",2024-07-19,51.37305,-127.9669,2.00743818283081
"98",2024-07-19,51.37305,-127.9642,2.15578269958496
"99",2024-07-19,51.37305,-127.9615,2.11689043045044
"100",2024-07-19,51.37305,-127.9588,2.11689043045044
"101",2024-07-19,51.37305,-127.9561,2.18815207481384
"102",2024-07-19,51.37305,-127.9534,2.36504197120667
"103",2024-07-19,51.37305,-127.9507,2.36504197120667
"104",2024-07-19,51.37305,-127.948,2.0238835811615
"105",2024-07-19,51.37305,-127.9453,2.05112457275391
"106",2024-07-19,51.37305,-127.9426,2.05112457275391
"107",2024-07-19,51.37305,-127.9399,2.17936205863953
"108",2024-07-19,51.37305,-127.9372,2.22248077392578
"109",2024-07-19,51.37305,-127.9346,2.22248077392578
"110",2024-07-19,51.37305,-127.9319,2.24902749061584
"111",2024-07-19,51.37305,-127.9292,2.20265293121338
"112",2024-07-19,51.37305,-127.9265,2.15569257736206
"113",2024-07-19,51.37305,-127.9238,2.26886606216431
"114",2024-07-19,51.37305,-127.9211,2.15621089935303
"115",2024-07-19,51.37305,-127.9184,2.29347395896912
"116",2024-07-19,51.37305,-127.9157,2.12880802154541
"117",2024-07-19,51.37305,-127.913,2.25850343704224
"118",2024-07-19,51.37305,-127.9103,2.06432962417603
"119",2024-07-19,51.37305,-127.9076,2.01348829269409
"120",2024-07-19,51.37305,-127.9049,2.24683618545532
"121",2024-07-19,51.37305,-127.9022,2.2077579498291
"122",2024-07-19,51.37305,-127.8995,2.25369143486023
"123",2024-07-19,51.37305,-127.8968,2.2159059047699
"124",2024-07-19,51.37305,-127.8941,2.55899906158447
"125",2024-07-19,51.37305,-127.8914,2.70475935935974
"126",2024-07-19,51.37305,-127.8887,2.69886302947998
"127",2024-07-19,51.37305,-127.886,2.83293962478638
"128",2024-07-19,51.37305,-127.8833,2.81501626968384
"129",2024-07-19,51.37305,-127.8807,2.84071779251099
"130",2024-07-19,51.37305,-127.878,3.17898559570312
"131",2024-07-19,51.37305,-127.8753,3.2382230758667
"132",2024-07-19,51.37305,-127.8726,3.20878911018372
"133",2024-07-19,51.37305,-127.8699,3.29366779327393
"134",2024-07-19,51.37305,-127.8672,3.59677743911743
"135",2024-07-19,51.37305,-127.8645,3.51274633407593
"136",2024-07-19,51.37305,-127.8618,3.43354964256287
"137",2024-07-19,51.37305,-127.8591,3.28128361701965
"138",2024-07-19,51.37305,-127.8564,3.14245867729187
"139",2024-07-19,51.37305,-127.8537,3.04709625244141
"140",2024-07-19,51.37305,-127.851,2.8604691028595
"141",2024-07-19,51.37305,-127.8483,3.09231567382812
"142",2024-07-19,51.37305,-127.8456,2.8479905128479
"143",2024-07-19,51.37305,-127.8429,2.71123361587524
"144",2024-07-19,51.37305,-127.8402,2.62609434127808
"145",2024-07-19,51.37305,-127.8375,2.31095004081726
"146",2024-07-19,51.37305,-127.8348,2.32337236404419
"147",2024-07-19,51.37305,-127.8321,3.16489791870117
"148",2024-07-19,51.37305,-127.8294,3.16489791870117
"149",2024-07-19,51.37305,-127.8268,3.48348164558411
"150",2024-07-19,51.37305,-127.8241,3.18668079376221
"151",2024-07-19,51.37305,-127.8214,3.31014251708984
"152",2024-07-19,51.37305,-127.8187,3.24104619026184
"153",2024-07-19,51.37305,-127.816,3.73372316360474
"154",2024-07-19,51.37305,-127.8133,3.73372316360474
"155",2024-07-19,51.37305,-127.8106,3.41348910331726
"156",2024-07-19,51.37305,-127.8079,3.37619376182556
"157",2024-07-19,51.37305,-127.8052,3.5723340511322
"158",2024-07-19,51.37305,-127.8025,2.17745423316956
"159",2024-07-19,51.37305,-127.7998,3.24110579490662
"160",2024-07-19,51.37305,-127.7971,2.03774857521057
"161",2024-07-19,51.37305,-127.7944,1.955810546875
"162",2024-07-19,51.37305,-127.7917,2.51906108856201
"163",2024-07-19,51.37305,-127.789,2.41291666030884
"164",2024-07-19,51.37305,-127.7863,2.09949517250061
"165",2024-07-19,51.37305,-127.7836,0.63656210899353
"166",2024-07-19,51.37305,-127.7809,NA
"167",2024-07-19,51.37305,-127.7782,NA
"168",2024-07-19,51.37305,-127.7756,1.5301661491394
"169",2024-07-19,51.37305,-127.7729,1.5301661491394
"170",2024-07-19,51.37305,-127.7702,5.2521595954895
"171",2024-07-19,51.37305,-127.7675,5.59421110153198
"172",2024-07-19,51.37305,-127.7648,5.59421110153198
"173",2024-07-19,51.37305,-127.7621,4.13370800018311
"174",2024-07-19,51.37305,-127.7594,6.20270442962646
"175",2024-07-19,51.37305,-127.7567,6.20270442962646
"176",2024-07-19,51.37305,-127.754,1.27753460407257
"177",2024-07-19,51.37305,-127.7513,NA
"178",2024-07-19,51.37305,-127.7486,NA
"179",2024-07-19,51.37305,-127.7459,NA
"180",2024-07-19,51.37305,-127.7432,NA
"181",2024-07-19,51.37305,-127.7405,NA
"182",2024-07-19,51.37305,-127.7378,NA
"183",2024-07-19,51.37305,-127.7351,NA
"184",2024-07-19,51.37305,-127.7324,NA
"185",2024-07-19,51.37305,-127.7297,NA
"186",2024-07-19,51.37305,-127.727,NA
"187",2024-07-19,51.37305,-127.7243,NA
"188",2024-07-19,51.37305,-127.7217,NA
"189",2024-07-19,51.37305,-127.719,NA
"190",2024-07-19,51.37305,-127.7163,NA
"191",2024-07-19,51.37305,-127.7136,NA
"192",2024-07-19,51.37305,-127.7109,NA
"193",2024-07-19,51.37305,-127.7082,NA
"194",2024-07-19,51.37305,-127.7055,NA
"195",2024-07-19,51.37305,-127.7028,NA
"196",2024-07-19,51.37305,-127.7001,NA
"197",2024-07-19,51.37305,-127.6974,NA
"198",2024-07-19,51.37305,-127.6947,NA
"199",2024-07-19,51.37305,-127.692,NA
"200",2024-07-19,51.37305,-127.6893,NA
"201",2024-07-19,51.37305,-127.6866,NA
"202",2024-07-19,51.37305,-127.6839,NA
"203",2024-07-19,51.37305,-127.6812,NA
"204",2024-07-19,51.37305,-127.6785,NA
"205",2024-07-19,51.37305,-127.6758,NA
"206",2024-07-19,51.37305,-127.6731,NA
"207",2024-07-19,51.37305,-127.6704,0.955750167369843
"208",2024-07-19,51.37305,-127.6678,0.955750167369843
"209",2024-07-19,51.37305,-127.6651,1.10107922554016
"210",2024-07-19,51.37305,-127.6624,NA
"211",2024-07-19,51.37474,-128.2256,1.01994025707245
"212",2024-07-19,51.37474,-128.2229,1.06851100921631
"213",2024-07-19,51.37474,-128.2202,1.14575004577637
